customer_id,internal_id,obligor_name,obligor_internal_risk_rating,tin,country,industry_code,industry_code_type,internal_credit_facility_id,origination_date,maturity_date,credit_facility_type,credit_facility_purpose,committed_exposure_global,utilized_exposure_global,credit_facility_currency,probability_of_default,loss_given_default,exposure_at_default,non_accrual_date,days_principal_or_interest_past_due,participation_flag,participation_interest,net_income_current,total_assets_current,long_term_debt,current_assets_current,current_liabilities_current,guarantor_flag,guarantor_internal_id,guarantor_name,guarantor_tin,guarantor_internal_risk_rating,entity_internal_id,entity_name,entity_internal_risk_rating,date_of_financials,date_of_last_audit,cash_marketable_securities,accounts_receivable_current,inventory_current,fixed_assets,total_assets_prior_year,current_liabilities_prior_year,short_term_debt,capital_expenditures,asc_326_20,special_purpose_entity_flag,other_credit_facility_type_description,original_internal_id,stock_exchange,ticker_symbol,cusip,original_internal_credit_facility_id,line_reported_on_fr_y_9c,line_of_business,cumulative_charge_offs,days_principal_or_interest_past_due.1,lien_position,security_type,interest_rate_variability,interest_rate_index,interest_rate_spread,interest_rate_ceiling,interest_rate_floor,interest_income_tax_status,guarantor_internal_risk_rating.1,entity_internal_risk_rating.1,net_sales_current,net_sales_prior_year,operating_income,depreciation_amortization,interest_expense,accounts_receivable_prior_year,inventory_prior_year,current_assets_prior_year,tangible_assets,total_assets_current.1,accounts_payable_current,accounts_payable_prior_year,current_maturities_of_long_term_debt,long_term_debt.1,minority_interest,total_liabilities,retained_earnings,lower_of_cost_or_market_flag,snc_internal_credit_id,renewal_date,prepayment_penalty_flag,entity_industry_code,leveraged_loan_flag,disposition_flag,disposition_schedule_shift,syndicated_loan_flag,target_hold,pcd_noncredit_discount,committed_exposure_global_par_value,utilized_exposure_global_par_value,committed_exposure_global_fair_value,utilized_exposure_global_fair_value,obligor_lei,primary_source_of_repayment_lei
CUSTIZ1Z0E,OBLP22OK7,Individual,BBB,12-3456789,ZZ,621111,GICS,FACXAAESF,1900-01-01,2031-02-11,5,20,39402936,43281375,EUR,5.069449728633637,19.907006521990585,15352794.0,2009-01-12,167.0,1,0.528,1100309582,35907555042,84723485.0,15828621606,70137563,1,GRTRRN6WB,Individual,98-7654321,AAA,ENT7IL4UF,Trust,AAA,1900-01-01,2014-04-10,228972214,9557198,14739554,104636731,872901869,19145811,34464387,9351517,7582122,2,Term Loan,VAL2637,Generic Text,Generic Text,229952,VAL7689,7,Generic Text,450504,312293,4,1,4,2,5.3856,8.1186,1.7018,2,Generic Text,Generic Text,487254,988548,993281,79024,3356,49311,300576,341675,918509,42260,205335,132455,38328,216232,198101,975429,521524,1,VAL9350,2023-12-31,3,745791,1,7,Generic Text,1,6.2558,564602,553561,867605,551792,646233,ELD8L38ZS56XXX7C8PIH,OB8QJVNI3O9ICS9WGVT9
"CUST,001","OBL
001",ABC Corp,,12345678X,XX1,NAIC,SIC,"bad,value
",invalid-date,corrupt,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,352506693,27274643,4,"GRT,00X",Guarantee Corp,NA#,XX,"bad,value
",Trust,C,2015-04-16,2001-09-24,37773910,68957932,50177872,211529281,906118460,168936046,396693,18704216,4651114,bad,Term Loan,VAL8363,Generic Text,Generic Text,114090,VAL8607,7,Generic Text,5836,699667,6,6,4,4,8.2525,0.2331,3.3823,2,Generic Text,Generic Text,368168,585096,113878,946034,786214,766989,90301,343054,413413,990134,784918,681234,480596,609653,322429,930233,137666,3,VAL9212,2020-01-01,3,568729,2,9,Generic Text,1,9.5777,480518,248621,454978,562122,315787,D84Z54QQMHES11LES3YS,1X9EXXA9Y7SPVCW9WS1I
"bad,value
",OBLRIQDMP,XYZ Inc,AAA,12-3456789,DE,621111,SIC,FACO3CN77,2011-09-20,2034-11-22,19,25,11880322,49115344,EUR,0.1568,0.1048,825383.0,2024-03-08,112.0,2,0.6956,1859736,576861572,18912482.0,190710776,34970800,3,GRTRDDSBO,Individual,98-7654321,BB,ENTUWUAAH,"bad,value
",BB,2020-08-05,2017-03-27,295745103,78194728,bad,154278443,954448684,197252456,9411483,7885979,1742284,1,Term Loan,VAL8132,Generic Text,Generic Text,752784,VAL2360,9,Generic Text,140661,515838,8,8,3,1,7.692,6.8067,9.3082,1,Generic Text,Generic Text,76601,683991,832005,910691,744576,77758,564847,452229,864360,714406,766820,52994,824220,937745,57742,858519,831208,3,VAL2707,2019-07-15,2,992696,1,4,Generic Text,2,3.7109,411526,132355,986100,938941,769938,K71CGNY44TRBX5QH1PBL,RWCRYPMPQY4T7YDD8SI4
CUSTO0NG37,OBLN04FDV,XYZ Inc,BBB,12-3456789,DE,621111,GICS,FACR2DRV7,2020-06-25,2035-03-20,bad,0,26082575,41205160,GBP,0.0366,0.4071,13225181.0,2008-06-19,98.0,bad,0.2649,15872908,450832299,75542058.0,bad,bad,4,GRTPS0EL1,Individual,98-7654321,AAA,ENTYFPJWD,Entity LLC,BB,corrupt,2020-08-20,13902000,44525533,78948735,204147101,373200907,57678099,45854894,14756319,4533493,2,Term Loan,VAL4415,Generic Text,Generic Text,126650,VAL2470,7,Generic Text,516922,197931,5,8,5,4,8.2508,0.3035,6.5553,2,Generic Text,Generic Text,633179,942832,914792,914102,633170,815420,752599,38660,756358,864482,102009,140510,362972,539204,782252,946786,286229,1,VAL8417,2020-01-01,3,656072,2,7,Generic Text,3,6.1839,384095,173752,20673,496036,202071,5BUP84B5KOJRVL6OHS4B,NG8WCK2W9O0EQK7577QR
CUSTTW322B,OBL1S7FM4,XYZ Inc,BBB,12-3456789,US,621111,NAICS,FAC9TN9PQ,2010-10-09,2028-08-17,16,14,17412638,35066008,INR,0.242,0.2125,1624243.0,2001-09-16,17.0,1,0.0443,6247620,212054287,15115687.0,8759363,148776463,1,GRTCI7KOS,Guarantee Corp,98-7654321,AAA,ENTZWR705,Entity LLC,C,2015-06-28,2005-01-25,15005961,11259203,67165946,173721196,911438917,134156547,28067146,19579854,2687015,2,Term Loan,VAL7867,Generic Text,Generic Text,211035,VAL1939,0,Generic Text,639992,785128,6,1,1,4,7.5064,7.4017,8.7942,1,Generic Text,Generic Text,296151,738108,124963,913114,131295,879555,72388,828064,790764,151513,255565,670215,938564,249468,15884,916468,203172,3,VAL7707,2020-01-01,1,44723,1,7,Generic Text,0,9.0271,168876,160717,428420,881948,511818,YJDOFRXTWSZE845N4BXM,KTNYR5UYW7FUYYLJXW3N
CUST84HHR0,OBLJRN7G9,Individual,BBB,12-3456789,GB,621111,SIC,"bad,value
",2001-09-28,2025-03-24,18,27,21604643,45452826,USD,0.0739,0.3232,6312150.0,2019-09-21,148.0,4,0.4606,4515007,161413654,19435365.0,421050639,188546327,1,GRTFLT8QU,Guarantee Corp,98-7654321,BB,ENT9WRFSK,Individual,AAA,2023-07-20,2002-02-09,275386450,21347504,58993992,224116019,651811935,84175323,42948945,12297858,3677591,1,Term Loan,VAL1530,Generic Text,Generic Text,435398,VAL5041,8,Generic Text,911519,975245,0,0,1,7,3.8891,7.8848,7.9942,2,Generic Text,Generic Text,929203,555926,318332,517166,252802,505177,546419,118079,194998,480036,88083,957427,287428,750557,914187,710085,560557,1,VAL1961,2023-12-31,2,838285,2,6,Generic Text,2,0.0929,784767,480484,583651,207455,541366,6O6A5RGEBWOFN5IW6I8O,50LCUKJZZIWB0PXJ54SB
CUST0DP7AO,OBL5GPK5F,ABC Corp,CCC,12-3456789,ZZ,621111,SIC,FACD607OT,1900-01-01,2035-12-10,12,28,28421673,3735481800,USD,2.9106243848793096,11.899487618624676,24700853.0,1900-01-01,162.0,1,0.3535,-4818361,894897881,1421285.0,150413900,10050727,2,GRTUDL092,Guarantee Corp,98-7654321,C,ENTGAF9J4,Entity LLC,BB,2013-02-10,2012-01-21,289058687,3280605416,5115654,99975533,519021600,153747849,6791031,8975391,3213467,1,Term Loan,VAL2348,Generic Text,Generic Text,871858,VAL3661,9,Generic Text,79924,836416,5,8,6,1,9.6148,1.7434,7.2257,2,Generic Text,Generic Text,602929,27878,928652,757046,180868,440657,205181,325044,917081,947315,585818,400252,916952,188686,104877,517318,741698,1,VAL9578,2023-12-31,3,306255,1,4,Generic Text,1,0.4756,26042,323428,669552,83715,936722,HWC99ATPCHVO74C5IAA5,XU5Z16BU89A5R1H7O75M
CUSTDMID80,OBLUE99E5,ABC Corp,CCC,12-3456789,XX1,621111,GICS,FAC1BAQ7V,2017-01-22,2033-01-16,19,1,4551536,20765203,EUR,0.0893,0.2096,24242957.0,2022-04-29,168.0,2,0.5247,6190091,321870158,52237332.0,392032895,87550593,2,GRTXS3XY9,Guarantee Corp,98-7654321,C,ENT8V4VF4,Trust,C,2001-06-10,2006-07-24,38277545,97474498,65586064,148766789,522369401,55438139,42690342,10236017,2342759,1,Term Loan,VAL2503,Generic Text,Generic Text,621503,VAL8857,0,Generic Text,242329,456349,3,5,3,4,7.3602,7.6366,5.9295,2,Generic Text,Generic Text,823561,652562,454662,780775,986325,186657,332643,535459,530015,740935,84875,492653,124906,892140,899039,618561,343925,1,VAL8989,2023-12-31,3,465126,1,1,Generic Text,1,9.257,962680,537293,388865,246162,573449,XUBOW1L4YCPAY9NBOEUO,EYBFCK5BQM3IWGHYWTGD
"bad,value
",OBL519VI6,ABC Corp,BBB,12-3456789,US,999999,GICS,FAC8737XF,2001-10-15,2027-12-01,16,26,19797638,11726291,GBP,0.0127,0.6141,14149465.0,2012-06-06,36.0,1,##,INVALID,971188761,67140517.0,6202162,64349686,3,GRT4T7LU9,Guarantee Corp,98-7654321,C,ENTE5OSZX,Entity LLC,BB,2009-07-16,2019-08-16,78700435,bad,39704686,202605148,819994972,78005985,20562169,bad,5107425,1,Term Loan,VAL3525,Generic Text,Generic Text,977879,VAL6509,7,Generic Text,867908,867003,9,3,7,6,5.4135,0.5287,6.03,1,Generic Text,Generic Text,965321,862032,111144,428901,768185,251500,394721,234176,171293,471500,8947,577738,355269,364721,555849,276144,844464,2,VAL5519,2019-07-15,3,957035,2,6,Generic Text,1,7.1059,132330,540263,123870,769893,649047,1LFNJ52ZVVMY7A5WFHL2,ZCYYPK00RMG35S81A7ZQ
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,133936548,161593418,1,"GRT,00X",Individual,NA#,XX,"ENT,00X",Entity LLC,C,2008-07-18,2017-08-02,94329025,36679882,16754775,135832058,839327895,136007140,35974115,9359652,9100005,2,Term Loan,VAL1017,Generic Text,Generic Text,953634,VAL7323,7,Generic Text,330619,421772,6,3,4,0,2.4826,9.2185,4.4887,1,Generic Text,Generic Text,151461,111433,243556,802821,366489,349292,259406,749337,468079,729167,828592,552859,254750,47419,818832,914960,923127,1,VAL6420,2020-01-01,3,646403,1,4,Generic Text,1,0.726,891529,869896,118246,381447,170329,Q4619V14NSJXGEN2YVSE,O3UF21WPPY3U16NQ9AXY
CUSTUKTV39,OBLCOBPEH,Individual,CCC,12-3456789,DE,541512,SIC,FAC01SIDE,corrupt,2032-07-07,14,19,35056803,21185810,INR,0.1969,0.1036,3937293.0,2021-09-08,167.0,1,0.8236,-2997678,337426325,17867391.0,bad,134369958,2,GRTL2C1NF,Guarantee Corp,98-7654321,BB,ENT2CTQMY,Trust,AAA,2004-03-24,2007-06-17,14742724,57310725,59412448,196351547,215366989,114176061,bad,bad,6519926,bad,Term Loan,VAL6361,Generic Text,Generic Text,401332,VAL5602,9,Generic Text,912962,59056,8,9,4,6,2.9812,8.9792,2.4612,1,Generic Text,Generic Text,204157,276746,28258,287019,361001,16913,680941,154122,390232,749723,931632,880511,267646,623141,570033,743285,373176,2,VAL8611,2020-01-01,3,924524,2,0,Generic Text,0,2.4884,330788,423120,662849,495486,952887,G1VR45ZGISRP8UXN7XSY,ELQO0TFOO2Y6WVV9V51Z
CUST7IPTQ0,OBL88G8PC,Individual,BBB,12-3456789,GB,999999,GICS,FACULLLS8,2017-03-14,2029-07-14,7,20,37466397,12268471,GBP,0.1864,0.6085,11718973.0,2005-03-22,71.0,5,0.6286,10397100,657726042,88522430.0,183568886,162341756,1,GRT064XRZ,Guarantee Corp,abcde123,C,ENT4BI8YA,Entity LLC,BB,2016-11-11,2012-03-06,131845997,95223343,37594974,116317153,603752187,86528984,37227683,9855204,4536232,1,Term Loan,VAL9700,Generic Text,Generic Text,846868,VAL5819,1,Generic Text,688527,404425,1,4,1,7,0.3024,2.4646,0.1152,1,Generic Text,Generic Text,432421,908522,790351,818820,115438,139912,48072,143266,95399,643089,846962,106489,241271,355477,905080,890815,842207,3,VAL9341,2020-01-01,1,491066,1,6,Generic Text,4,1.0759,312834,354716,933207,307760,820738,P151G13JHHNJV3PPT38X,RAVMHIOWYASJANUV7B9R
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,bad,XX,INVALID,US$,high,LGD,,invalid-date,,8,all,loss,huge,,310290966,113934640,2,"GRT,00X","bad,value
",NA#,XX,"ENT,00X",Entity LLC,BB,2024-07-30,2023-12-14,78423951,57568284,71853338,207766272,599447970,bad,35139871,8197916,5833552,2,Term Loan,VAL1191,Generic Text,Generic Text,631861,VAL3260,3,Generic Text,670474,923772,9,2,7,6,0.8141,5.6113,7.4606,2,Generic Text,Generic Text,305876,916159,740293,908210,440625,842531,878907,349746,348097,289651,294092,829487,952045,558614,95265,443412,575022,3,VAL6378,2020-01-01,1,427635,2,8,Generic Text,4,7.1111,67241,9092,474297,579334,149671,F8RI4BJRD5DLFVM7QNRE,A1D6208D980RJSYE2M2Z
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,417741206,60535703,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,BB,2019-01-13,2017-04-13,277229103,71020202,24461308,225950928,301456210,73645085,46252566,14552644,7927547,2,Term Loan,VAL4508,Generic Text,Generic Text,489369,VAL5872,0,Generic Text,674521,533993,3,0,3,6,6.0032,0.1782,0.3684,2,Generic Text,Generic Text,81892,41873,942436,308537,738789,731552,172999,854774,865398,21887,364726,249492,511434,138237,522103,77936,9248,3,VAL5209,2020-01-01,3,51160,1,9,Generic Text,4,6.0771,924535,910579,322374,803948,907187,464S9SW7BXDE5RPC839V,HHHWASMD01GMUXVPARSN
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,INVALID,huge,,231473073,53252249,2,"bad,value
",Guarantee Corp,NA#,XX,"ENT,00X","bad,value
",AAA,2008-01-23,2002-07-20,2073066,69945494,77741614,153554038,620277717,127975958,898637,19131018,4681430,1,Term Loan,VAL5538,Generic Text,Generic Text,546789,VAL7945,0,Generic Text,663199,70162,8,6,1,0,9.9465,5.4704,1.1814,1,Generic Text,Generic Text,81611,721602,38336,725620,591367,186546,422789,888222,859367,210536,86990,849217,858878,589088,782732,783415,705562,2,VAL1395,2020-01-01,3,891966,2,6,Generic Text,1,4.955,342010,563976,867693,984005,649092,CENUV71UOK51ZQC7D7X6,1ZXOAJ8BX732NLVL0V2S
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,227748253,74760450,1,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,AAA,2003-12-23,2005-09-07,174742897,18188875,55305598,67645181,706015532,21436168,40275415,13925935,9211345,1,Term Loan,VAL4082,Generic Text,Generic Text,158173,VAL3615,0,Generic Text,540374,250930,5,7,9,7,0.957,9.5017,5.8285,2,Generic Text,Generic Text,90714,790275,553714,627759,335943,12906,824879,820365,630725,904941,112775,643825,243538,120268,171999,692500,178840,3,VAL2483,2020-01-01,1,347148,2,1,Generic Text,3,5.9802,694294,324742,468531,293571,522841,BF7NZXUPHBYO8X2QFNMH,8FUUHVR0C40EHD3H1RW4
CUST3SB1CY,OBLKYBFHT,ABC Corp,BBB,12-3456789,ZZ,541512,NAICS,FACEX5WH0,2014-08-01,2033-10-23,11,14,3018209246,21950109,USD,2.6076357893649065,3.09105746410105,23131709.0,1900-01-01,97.0,5,0.3521,837930765,345632218,9755944.0,12287067728,82741081,3,GRT6QXG11,Individual,98-7654321,BB,ENTD01JL1,Individual,AAA,2020-10-20,1900-01-01,173541786,34705657,71528516,202870102,485818513,135114579,40677153,19268883,5616013,1,Term Loan,VAL8540,Generic Text,Generic Text,688801,VAL4979,7,Generic Text,847913,612201,4,3,2,8,1.061,1.3053,6.112,1,Generic Text,Generic Text,313611,868658,550298,149491,637977,87618,381377,412648,192072,105564,51280,33474,395434,646750,367752,225851,610434,3,VAL5706,2019-07-15,1,539878,1,6,Generic Text,4,7.6317,249210,318295,804301,991150,822633,C38YKP8JI3N23TT1MISG,NJ4LV8X2YE43MZS74WZS
CUSTRTXGZH,OBLCNIU2N,ABC Corp,BBB,12-3456789,DE,541512,SIC,FACNN47XW,2003-02-23,2029-12-10,19,4,34983252,20701001,EUR,0.0224,0.8135,12246863.0,2010-06-19,81.0,4,0.3197,7801209,389393518,25977922.0,128391140,152184369,2,GRTU288D1,Individual,98-7654321,AAA,ENTVG63OZ,Individual,BB,2010-02-12,2000-03-05,200555251,35615740,34495221,68220699,22077128,55085048,24791565,19705688,7688897,2,Term Loan,VAL3387,Generic Text,Generic Text,396292,VAL6407,5,Generic Text,730115,19034,4,9,2,5,5.3951,6.1677,0.2347,1,Generic Text,Generic Text,37115,565851,959228,93984,964242,274612,685438,429834,126383,258026,208207,981685,313360,621530,997290,425247,935554,3,VAL6952,2020-01-01,1,394542,2,2,Generic Text,4,4.6878,711361,237496,455962,869004,909186,H0HZMWGLDOYK1B4RDNLE,V7FL7J18MQYO9K90GJ7H
CUSTWWVFDX,OBLXX05ZF,ABC Corp,BBB,12-3456789,US,999999,SIC,FACVW11EL,2021-12-25,2025-06-17,10,13,8540086,1585786,GBP,0.235,0.5551,14307968.0,2014-04-04,78.0,1,0.406,823936,256939078,94103230.0,333314406,160626358,4,GRTHMW4IF,Individual,98-7654321,BB,ENT2S1UNP,Entity LLC,BB,2016-05-18,2001-02-28,208628674,56800301,38721282,48890156,291808568,48078338,46254515,16888325,530315,2,Term Loan,VAL4673,Generic Text,Generic Text,796865,VAL2574,6,Generic Text,428616,705512,9,2,3,8,0.9057,1.5053,7.5796,1,Generic Text,Generic Text,610440,583814,142897,805551,327622,650560,509605,280616,831757,68794,789592,44789,130505,769661,582717,649129,574339,1,VAL6344,2023-12-31,3,695579,2,4,Generic Text,4,3.9238,426380,712973,6853,732194,12654,OVA1LSRYYS2EV2PO4RI0,O3R4ZHLFGKRCQQ44UA84
CUST2XDWPU,OBLFBOXN3,"bad,value
",BBB,12-3456789,XX1,621111,NAICS,FACPYB2V0,2001-10-24,2026-03-22,13,17,33756547,41767152,INR,0.1104,0.6653,4420385.0,corrupt,106.0,5,0.8588,INVALID,401298689,26919951.0,95340004,32584129,4,GRTQONNTX,Individual,98-7654321,AAA,ENT4KMRH5,Entity LLC,C,2019-07-13,2008-11-24,94729140,71069819,52362665,63266310,421325905,41943985,9620536,6577072,1828899,1,Term Loan,VAL4293,Generic Text,Generic Text,611067,VAL9389,6,Generic Text,922981,1697,7,3,4,2,6.945,2.4774,8.6281,1,Generic Text,Generic Text,737114,542658,742764,234920,453429,886242,819923,237775,725463,629558,906575,344520,616629,928693,530639,978717,502542,2,VAL5842,2023-12-31,3,152474,1,8,Generic Text,2,9.2316,858430,305821,347677,492437,583154,PURCRF4JL6KWPNRVYH04,NPFR5DMVCA328LAZ7J2G
CUSTYRYCNU,OBLJXVSYC,Individual,AAA,12-3456789,GB,621111,NAICS,FACS26KAA,2000-03-31,2031-09-28,6,20,999999999,14169318,GBP,0.9999,0.388,20505810.0,2004-10-07,155.0,1,0.1868,-99999999,279949327,54055865.0,427380256,66671701,4,GRTFS340T,Guarantee Corp,98-7654321,C,ENTUY59HH,Entity LLC,AAA,2012-10-16,2006-09-14,213662205,14566608,16796604,113794814,647608613,28725440,36280888,13876443,1719417,1,Term Loan,VAL9057,Generic Text,Generic Text,253116,VAL5040,6,Generic Text,717111,549408,8,3,8,4,1.7929,6.1069,6.7909,1,Generic Text,Generic Text,188390,341963,719183,662040,141591,774674,718049,360170,27633,738185,171303,37046,736877,244636,557525,577140,484706,2,VAL6862,2020-01-01,2,457548,1,4,Generic Text,4,0.9898,207285,463276,811638,468531,712434,TV9E9PKB193K7PTV14K7,EUAZ9F5JAS8OXDEMXDOA
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,204373278,153418216,1,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,C,2013-05-06,2011-12-08,239702887,69399342,38205962,42809625,219104345,10609100,13135670,19896191,4933654,1,Term Loan,VAL8899,Generic Text,Generic Text,549400,VAL6792,0,Generic Text,184911,315800,0,8,3,2,3.5268,0.1777,0.0663,2,Generic Text,Generic Text,267905,669358,558417,138190,699173,468727,884271,142287,506276,874063,641464,146214,751146,60198,560905,512745,523902,3,VAL5950,2023-12-31,2,999264,1,0,Generic Text,0,3.4728,511532,718719,679517,738157,229359,W0GFR4AFDUIEMYTV6GVS,SO9CSPUSXHJFEBAXMCMW
CUSTVUG17P,OBLX2JKVQ,ABC Corp,BBB,12-3456789,IN,541512,GICS,FAC49EPY1,2017-02-23,2030-11-08,14,21,25710311,43145943,INR,0.0746,0.633,14107406.0,2022-04-01,43.0,2,0.8318,9042565,758927470,35996130.0,370101373,159554710,2,GRT7UKN8G,Guarantee Corp,98-7654321,AAA,ENTHJHS0D,Trust,BB,2019-08-16,2019-03-18,228494185,97358603,4977762,159955942,387164728,106048706,20855525,14158505,450025,1,Term Loan,VAL2916,Generic Text,Generic Text,304176,VAL6485,2,Generic Text,668253,65677,6,6,6,2,2.037,1.0812,8.85,2,Generic Text,Generic Text,337063,816064,461151,8903,98548,2468,433814,354770,464671,423404,704643,74719,276930,836294,826857,483352,192005,1,VAL5860,2019-07-15,2,140461,1,8,Generic Text,2,2.253,418727,547112,635591,820462,596560,P0DR434GEINJ89AQ0SA9,GHO9R2WDN1H72TCKNE9E
CUSTAWNHBZ,"bad,value
","bad,value
",AAA,12-3456789,GB,999999,SIC,FACG4VIME,2024-12-17,2028-07-27,1,2,18658916,21778351,EUR,0.1063,0.6242,20050444.0,2019-09-22,25.0,2,0.7341,17913992,886273699,42846850.0,321631463,92385347,4,GRTHHZ2ZV,Individual,98-7654321,AAA,ENTD122GE,Trust,C,2003-07-24,2007-04-21,bad,53438034,56295579,28627339,585301025,7385534,31375028,12898241,950775,1,Term Loan,VAL9954,Generic Text,Generic Text,889605,VAL7531,7,Generic Text,591704,266348,2,4,4,8,5.092,0.5932,0.1353,1,Generic Text,Generic Text,413291,198292,155919,61774,584299,90769,731544,807461,258618,522858,606544,334105,536360,580261,709239,119271,880329,1,VAL3160,2019-07-15,1,196419,1,8,Generic Text,2,7.1087,970836,925473,621655,605740,559547,YSCNAMMLWLRU21PK75NI,JF8EL66TC6GRJ95UF4CV
"bad,value
","OBL
001",XYZ Inc,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,##,,invalid-date,,8,all,loss,huge,,241177117,159450774,2,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,AAA,2008-08-12,2019-10-20,63211229,bad,56471539,26789657,bad,25549470,41238287,9967571,9533662,1,Term Loan,VAL3445,Generic Text,Generic Text,253756,VAL9664,5,Generic Text,590818,986127,5,4,0,7,4.2877,9.583,0.2983,1,Generic Text,Generic Text,5513,759100,92720,787346,821592,247036,712795,271248,845166,236820,224049,9553,689307,516569,107641,504412,273129,1,VAL3700,2020-01-01,3,153100,2,4,Generic Text,2,1.1284,691454,138959,305564,955306,826616,QAFRJOEP832E1WNJUVD1,ZOO457RJPXPT8WJP1D1R
CUSTD8DJWD,OBLR4B8OV,XYZ Inc,AAA,12-3456789,DE,999999,SIC,FACTE8E8P,2006-07-11,2032-07-26,9,4,46842527,35943172,USD,0.0912,0.8838,18905031.0,2011-11-04,8.0,1,0.1227,10150991,430682374,90698601.0,137729267,155894393,4,GRTZTI7J9,Individual,98-7654321,BB,ENTBJRE64,Entity LLC,BB,2013-10-10,2015-12-16,28207619,54092552,55163447,96619857,865896341,128811217,40333413,869954,3314044,2,Term Loan,VAL1410,Generic Text,Generic Text,364954,VAL1529,7,Generic Text,834523,666806,3,4,5,4,8.1645,8.0776,2.2652,2,Generic Text,Generic Text,898864,650715,774635,58570,370786,202093,573587,254834,808772,515743,52149,764139,333954,747043,183930,306906,597512,2,VAL2664,2023-12-31,3,330726,2,8,Generic Text,3,7.6148,397101,369827,950682,843795,883424,HV82C56480BXC607EMC8,8VDHJI1XBLALB20OWFPZ
CUST6DZDVX,OBLHTGZO8,Individual,AAA,12-3456789,IN,999999,GICS,FAC4EVN04,2008-11-26,2026-04-16,4,5,6708982,2120907,EUR,0.2021,0.4743,1310582.0,2005-01-10,130.0,3,##,18560989,111531063,43445615.0,bad,196948355,1,GRTEYSXU4,Guarantee Corp,98-7654321,BB,ENTPGZL5V,Individual,BB,2005-12-30,2009-10-03,206211365,22406362,45190943,87130907,bad,15482868,33695766,bad,9724111,2,Term Loan,VAL4741,Generic Text,Generic Text,742238,VAL1701,0,Generic Text,596986,727341,1,7,2,5,9.1366,2.0279,8.5285,2,Generic Text,Generic Text,766578,274352,660339,88753,446572,9423,55492,20039,931276,245850,321464,16555,888595,167715,418685,482364,329293,1,VAL6739,2023-12-31,1,609920,1,6,Generic Text,1,8.8767,826753,954821,387029,271635,505486,70756DPEWO6LUF5H20FW,HSKX9NCUZR8IFFV3TECY
CUSTT1WCYD,OBLA62YC9,ABC Corp,AAA,12-3456789,IN,621111,GICS,FACPDS71R,2005-10-24,2032-10-16,16,19,INVALID,8526565,USD,##,0.7056,7896762.0,2012-09-23,111.0,3,0.0967,14354101,309796491,62440289.0,205477589,36929691,4,GRT19TU8W,Guarantee Corp,98-7654321,AAA,ENTEV5NKB,Individual,AAA,2017-11-05,2003-05-14,235758215,56005592,32426073,206882014,193645456,36170143,20557344,16919446,3864392,2,Term Loan,VAL1119,Generic Text,Generic Text,523270,VAL3878,5,Generic Text,271755,652120,3,8,9,0,7.1353,8.1897,0.5537,2,Generic Text,Generic Text,443614,440161,178764,475895,805971,529874,36813,295674,938755,502815,568445,304461,932977,20967,498780,770053,419845,1,VAL1435,2019-07-15,3,549172,1,7,Generic Text,3,0.6527,802475,767989,478917,742043,143932,3JITPH5JCCTI4N0DJ58Z,92LXNLQOH73B3RA40HO9
